,m_reaction,m_gene,m_subsystem,m_metabolites,u_pdb,i_entry_name,ssb_best_file
265,GLCMAN6,TM_1751,Mannan Metabolism,"['h2o_c', 'glc_D_c', 'glcman6_c', 'man_c']",3AMG,,
266,GLCMAN6,TM_1751,Mannan Metabolism,"['h2o_c', 'glc_D_c', 'glcman6_c', 'man_c']",3AMD,,
267,GLCMAN6,TM_1751,Mannan Metabolism,"['h2o_c', 'glc_D_c', 'glcman6_c', 'man_c']",3MMW,,
268,GLCMAN6,TM_1751,Mannan Metabolism,"['h2o_c', 'glc_D_c', 'glcman6_c', 'man_c']",3AOF,,3aof_modified_min.pdb
269,GLCMAN6,TM_1624,Mannan Metabolism,"['h2o_c', 'glc_D_c', 'glcman6_c', 'man_c']",,Q9X1V9.pdb,Q9X1V9.pdb
270,GLCMAN6,TM_1752,Mannan Metabolism,"['h2o_c', 'glc_D_c', 'glcman6_c', 'man_c']",1VJZ,,1vjz.pdb
271,GLCabc,TM_1204,Transport,"['atp_c', 'glc_D_c', 'h2o_c', 'h_c', 'glc_D_e', 'adp_c', 'pi_c']",2GHB,,
273,GLCabc,TM_1204,Transport,"['atp_c', 'glc_D_c', 'h2o_c', 'h_c', 'glc_D_e', 'adp_c', 'pi_c']",2GHA,,2gha_modified_min.pdb
275,GLCabc,TM_1202,Transport,"['atp_c', 'glc_D_c', 'h2o_c', 'h_c', 'glc_D_e', 'adp_c', 'pi_c']",,Q9X0S9.pdb,Q9X0S9.pdb
276,GLCabc,TM_1203,Transport,"['atp_c', 'glc_D_c', 'h2o_c', 'h_c', 'glc_D_e', 'adp_c', 'pi_c']",,Q9X0T0.pdb,Q9X0T0.pdb
277,GLNTRAT,TM_1272,tRNA Metabolism,"['atp_c', 'glu_L_c', 'glntrna_c', 'gln_L_c', 'adp_c', 'h2o_c', 'h_c', 'glutrna_gln__c', 'pi_c']",3AL0,,
278,GLNTRAT,TM_1272,tRNA Metabolism,"['atp_c', 'glu_L_c', 'glntrna_c', 'gln_L_c', 'adp_c', 'h2o_c', 'h_c', 'glutrna_gln__c', 'pi_c']",2GI3,,2gi3.pdb
283,GLNTRAT,TM_0252,tRNA Metabolism,"['atp_c', 'glu_L_c', 'glntrna_c', 'gln_L_c', 'adp_c', 'h2o_c', 'h_c', 'glutrna_gln__c', 'pi_c']",3AL0,,Q9WXX9.pdb
288,GLNTRAT,TM_1273,tRNA Metabolism,"['atp_c', 'glu_L_c', 'glntrna_c', 'gln_L_c', 'adp_c', 'h2o_c', 'h_c', 'glutrna_gln__c', 'pi_c']",3AL0,,Q9WXX9.pdb
293,GLUDx,TM_1015,Glutamate Metabolism,"['h2o_c', 'akg_c', 'glu_L_c', 'nh4_c', 'h_c', 'nad_c', 'nadh_c']",1B26,,
294,GLUDx,TM_1015,Glutamate Metabolism,"['h2o_c', 'akg_c', 'glu_L_c', 'nh4_c', 'h_c', 'nad_c', 'nadh_c']",1B3B,,
296,GLUDx,TM_1015,Glutamate Metabolism,"['h2o_c', 'akg_c', 'glu_L_c', 'nh4_c', 'h_c', 'nad_c', 'nadh_c']",2TMG,,2tmg_modified_min.pdb
298,GLUTRS,TM_1875,tRNA Metabolism,"['atp_c', 'glu_L_c', 'ppi_c', 'amp_c', 'trnaglu_c', 'glutrna_c']",3AL0,,
303,GLUTRS,TM_1875,tRNA Metabolism,"['atp_c', 'glu_L_c', 'ppi_c', 'amp_c', 'trnaglu_c', 'glutrna_c']",3AKZ,,
308,GLUTRS,TM_1875,tRNA Metabolism,"['atp_c', 'glu_L_c', 'ppi_c', 'amp_c', 'trnaglu_c', 'glutrna_c']",3AFH,,3afh.pdb
313,GLUTRS,TM_1351,tRNA Metabolism,"['atp_c', 'glu_L_c', 'ppi_c', 'amp_c', 'trnaglu_c', 'glutrna_c']",2O5R,,2o5r.pdb
314,GLUTRS_Gln,TM_1875,tRNA Metabolism,"['atp_c', 'glu_L_c', 'amp_c', 'ppi_c', 'glutrna_gln__c', 'trnagln_c']",3AL0,,
319,GLUTRS_Gln,TM_1875,tRNA Metabolism,"['atp_c', 'glu_L_c', 'amp_c', 'ppi_c', 'glutrna_gln__c', 'trnagln_c']",3AKZ,,
324,GLUTRS_Gln,TM_1875,tRNA Metabolism,"['atp_c', 'glu_L_c', 'amp_c', 'ppi_c', 'glutrna_gln__c', 'trnagln_c']",3AFH,,3afh.pdb
329,GLUTRS_Gln,TM_1351,tRNA Metabolism,"['atp_c', 'glu_L_c', 'amp_c', 'ppi_c', 'glutrna_gln__c', 'trnagln_c']",2O5R,,2o5r.pdb
330,GLYCL_2,TM_0211,Folate Metabolism,"['nad_c', 'thf_c', 'nh4_c', 'co2_c', 'gly_c', 'mlthf_c', 'nadh_c']",1WOO,,
333,GLYCL_2,TM_0211,Folate Metabolism,"['nad_c', 'thf_c', 'nh4_c', 'co2_c', 'gly_c', 'mlthf_c', 'nadh_c']",1WOP,,
336,GLYCL_2,TM_0211,Folate Metabolism,"['nad_c', 'thf_c', 'nh4_c', 'co2_c', 'gly_c', 'mlthf_c', 'nadh_c']",1WOR,,
339,GLYCL_2,TM_0211,Folate Metabolism,"['nad_c', 'thf_c', 'nh4_c', 'co2_c', 'gly_c', 'mlthf_c', 'nadh_c']",1WOS,,1wos.pdb
342,HSTPTr,TM_1040,Histidine Biosynthesis,"['hisp_c', 'akg_c', 'imacp_c', 'glu_L_c']",1UU0,,
343,HSTPTr,TM_1040,Histidine Biosynthesis,"['hisp_c', 'akg_c', 'imacp_c', 'glu_L_c']",1UU2,,
344,HSTPTr,TM_1040,Histidine Biosynthesis,"['hisp_c', 'akg_c', 'imacp_c', 'glu_L_c']",2F8J,,
345,HSTPTr,TM_1040,Histidine Biosynthesis,"['hisp_c', 'akg_c', 'imacp_c', 'glu_L_c']",1H1C,,
346,HSTPTr,TM_1040,Histidine Biosynthesis,"['hisp_c', 'akg_c', 'imacp_c', 'glu_L_c']",1UU1,,1uu1.pdb
347,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",3CWO,,
353,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",3ZR4,,
359,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",2WJZ,,
365,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",1VH7,,
371,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",2LLE,,
377,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",2W6R,,
383,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",4FX7,,
389,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",2A0N,,
395,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",1GPW,,
401,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",3OG3,,
407,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",4EWN,,
413,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",4J9J,,
414,IG3PS,TM_1036,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",1THF,,1thf_modified_min.pdb
420,IG3PS,TM_1038,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",3ZR4,,
425,IG3PS,TM_1038,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",2WJZ,,
430,IG3PS,TM_1038,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",1GPW,,1gpw.pdb
435,IG3PS,TM_1038,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",1K9V,,
440,IG3PS,TM_1038,Histidine Biosynthesis,"['aicar_c', 'eig3p_c', 'gln_L_c', 'prlp_c', 'h_c', 'glu_L_c']",1KXJ,,
445,IGPS,TM_0140,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['h2o_c', 'h_c', 'co2_c', '2cpr5p_c', '3ig3p_c']",1J5T,,
446,IGPS,TM_0140,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['h2o_c', 'h_c', 'co2_c', '2cpr5p_c', '3ig3p_c']",1I4N,,1i4n.pdb
447,LMN2abc,TM_0031,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",4JSO,,
448,LMN2abc,TM_0031,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",4JSD,,
449,LMN2abc,TM_0031,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",3I5O,,
450,LMN2abc,TM_0031,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",2O7I,,2o7i.pdb
451,LMN2abc,TM_1204,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",2GHB,,
453,LMN2abc,TM_1204,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",2GHA,,2gha_modified_min.pdb
455,LMN2abc,TM_0027,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",,Q9WXN4.pdb,Q9WXN4.pdb
456,LMN2abc,TM_0028,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",,Q9WXN5.pdb,Q9WXN5.pdb
457,LMN2abc,TM_0029,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",,Q9WXN6.pdb,Q9WXN6.pdb
458,LMN2abc,TM_0030,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",,Q9WXN7.pdb,Q9WXN7.pdb
459,LMN2abc,TM_1202,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",,Q9X0S9.pdb,Q9X0S9.pdb
460,LMN2abc,TM_1203,Transport,"['atp_c', 'pi_c', 'lmn2_e', 'h_c', 'h2o_c', 'adp_c', 'lmn2_c']",,Q9X0T0.pdb,Q9X0T0.pdb
461,MALTTRabc,TM_1204,Transport,"['atp_c', 'pi_c', 'h2o_c', 'malttr_e', 'h_c', 'adp_c', 'malttr_c']",2GHB,,
463,MALTTRabc,TM_1204,Transport,"['atp_c', 'pi_c', 'h2o_c', 'malttr_e', 'h_c', 'adp_c', 'malttr_c']",2GHA,,2gha_modified_min.pdb
465,MALTTRabc,TM_1837,Transport,"['atp_c', 'pi_c', 'h2o_c', 'malttr_e', 'h_c', 'adp_c', 'malttr_c']",,,Q9X1B7.pdb
466,MALTTRabc,TM_1202,Transport,"['atp_c', 'pi_c', 'h2o_c', 'malttr_e', 'h_c', 'adp_c', 'malttr_c']",,Q9X0S9.pdb,Q9X0S9.pdb
467,MALTTRabc,TM_1203,Transport,"['atp_c', 'pi_c', 'h2o_c', 'malttr_e', 'h_c', 'adp_c', 'malttr_c']",,Q9X0T0.pdb,Q9X0T0.pdb
468,MALTTRabc,TM_1836,Transport,"['atp_c', 'pi_c', 'h2o_c', 'malttr_e', 'h_c', 'adp_c', 'malttr_c']",,Q9X2F5.pdb,Q9X2F5.pdb
469,MALTTRabc,TM_1839,Transport,"['atp_c', 'pi_c', 'h2o_c', 'malttr_e', 'h_c', 'adp_c', 'malttr_c']",2FNC,,2fnc.pdb
470,MALTTTRabc,TM_1204,Transport,"['maltttr_e', 'maltttr_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'pi_c']",2GHB,,
472,MALTTTRabc,TM_1204,Transport,"['maltttr_e', 'maltttr_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'pi_c']",2GHA,,2gha_modified_min.pdb
474,MALTTTRabc,TM_1202,Transport,"['maltttr_e', 'maltttr_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'pi_c']",,Q9X0S9.pdb,Q9X0S9.pdb
475,MALTTTRabc,TM_1203,Transport,"['maltttr_e', 'maltttr_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'pi_c']",,Q9X0T0.pdb,Q9X0T0.pdb
476,MALTabc,TM_1204,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'malt_e', 'adp_c', 'malt_c']",2GHB,,
478,MALTabc,TM_1204,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'malt_e', 'adp_c', 'malt_c']",2GHA,,2gha_modified_min.pdb
480,MALTabc,TM_1837,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'malt_e', 'adp_c', 'malt_c']",,,Q9X1B7.pdb
481,MALTabc,TM_1202,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'malt_e', 'adp_c', 'malt_c']",,Q9X0S9.pdb,Q9X0S9.pdb
482,MALTabc,TM_1203,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'malt_e', 'adp_c', 'malt_c']",,Q9X0T0.pdb,Q9X0T0.pdb
483,MALTabc,TM_1836,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'malt_e', 'adp_c', 'malt_c']",,Q9X2F5.pdb,Q9X2F5.pdb
484,MALTabc,TM_1839,Transport,"['atp_c', 'pi_c', 'h2o_c', 'h_c', 'malt_e', 'adp_c', 'malt_c']",2FNC,,2fnc.pdb
485,MANBabc,TM_1223,Transport,"['atp_c', 'pi_c', 'manb_e', 'manb_c', 'h_c', 'h2o_c', 'adp_c']",1VR5,,
486,MANBabc,TM_1223,Transport,"['atp_c', 'pi_c', 'manb_e', 'manb_c', 'h_c', 'h2o_c', 'adp_c']",4PFT,,
487,MANBabc,TM_1223,Transport,"['atp_c', 'pi_c', 'manb_e', 'manb_c', 'h_c', 'h2o_c', 'adp_c']",4PFY,,4pfy.pdb
488,MANBabc,TM_1219,Transport,"['atp_c', 'pi_c', 'manb_e', 'manb_c', 'h_c', 'h2o_c', 'adp_c']",,Q9X0U6.pdb,Q9X0U6.pdb
489,MANBabc,TM_1220,Transport,"['atp_c', 'pi_c', 'manb_e', 'manb_c', 'h_c', 'h2o_c', 'adp_c']",,Q9X0U7.pdb,Q9X0U7.pdb
490,MANBabc,TM_1221,Transport,"['atp_c', 'pi_c', 'manb_e', 'manb_c', 'h_c', 'h2o_c', 'adp_c']",,Q9X0U8.pdb,Q9X0U8.pdb
491,MANBabc,TM_1222,Transport,"['atp_c', 'pi_c', 'manb_e', 'manb_c', 'h_c', 'h2o_c', 'adp_c']",,Q9X0U9.pdb,Q9X0U9.pdb
492,MANBabc,TM_1226,Transport,"['atp_c', 'pi_c', 'manb_e', 'manb_c', 'h_c', 'h2o_c', 'adp_c']",,Q9X0V3.pdb,Q9X0V3.pdb
493,ME1,TM_0542,Pyruvate Met,"['pyr_c', 'mal_L_c', 'nad_c', 'co2_c', 'nadh_c']",2HAE,,
496,ME1,TM_0542,Pyruvate Met,"['pyr_c', 'mal_L_c', 'nad_c', 'co2_c', 'nadh_c']",1VL6,,1vl6_modified_min.pdb
497,MELIBabc,TM_1204,Transport,"['atp_c', 'pi_c', 'h2o_c', 'melib_c', 'h_c', 'adp_c', 'melib_e']",2GHB,,
499,MELIBabc,TM_1204,Transport,"['atp_c', 'pi_c', 'h2o_c', 'melib_c', 'h_c', 'adp_c', 'melib_e']",2GHA,,2gha_modified_min.pdb
501,MELIBabc,TM_1202,Transport,"['atp_c', 'pi_c', 'h2o_c', 'melib_c', 'h_c', 'adp_c', 'melib_e']",,Q9X0S9.pdb,Q9X0S9.pdb
502,MELIBabc,TM_1203,Transport,"['atp_c', 'pi_c', 'h2o_c', 'melib_c', 'h_c', 'adp_c', 'melib_e']",,Q9X0T0.pdb,Q9X0T0.pdb
503,MGt5,TM_0561,Transport,"['mg2_c', 'mg2_e']",2HN2,,
504,MGt5,TM_0561,Transport,"['mg2_c', 'mg2_e']",4EEB,,
505,MGt5,TM_0561,Transport,"['mg2_c', 'mg2_e']",2BBJ,,
506,MGt5,TM_0561,Transport,"['mg2_c', 'mg2_e']",2BBH,,
507,MGt5,TM_0561,Transport,"['mg2_c', 'mg2_e']",4EED,,
508,MGt5,TM_0561,Transport,"['mg2_c', 'mg2_e']",2IUB,,
509,MGt5,TM_0561,Transport,"['mg2_c', 'mg2_e']",4I0U,,4i0u.pdb
510,MGt5,TM_1161,Transport,"['mg2_c', 'mg2_e']",,Q9X0P4.pdb,Q9X0P4.pdb
511,MI1PP,TM_1415,Inositol Phosphate Metabolism,"['inost_c', 'mi1p_D_c', 'pi_c', 'h2o_c']",2P3V,,
512,MI1PP,TM_1415,Inositol Phosphate Metabolism,"['inost_c', 'mi1p_D_c', 'pi_c', 'h2o_c']",2P3N,,2p3n.pdb
513,MTHPTGHM,TM_1286,Methionine Metabolism,"['thglu_c', 'met_L_c', '5mthglu_c', 'hcys_L_c']",1XDJ,,
515,MTHPTGHM,TM_1286,Methionine Metabolism,"['thglu_c', 'met_L_c', '5mthglu_c', 'hcys_L_c']",1XR2,,
517,MTHPTGHM,TM_1286,Methionine Metabolism,"['thglu_c', 'met_L_c', '5mthglu_c', 'hcys_L_c']",1XPG,,
518,MTHPTGHM,TM_1286,Methionine Metabolism,"['thglu_c', 'met_L_c', '5mthglu_c', 'hcys_L_c']",3BQ5,,
520,MTHPTGHM,TM_1286,Methionine Metabolism,"['thglu_c', 'met_L_c', '5mthglu_c', 'hcys_L_c']",3BQ6,,
522,MTHPTGHM,TM_1286,Methionine Metabolism,"['thglu_c', 'met_L_c', '5mthglu_c', 'hcys_L_c']",1T7L,,1t7l_modified_min.pdb
524,NT5C,TM_1662,NAD Metabolism,"['h2o_c', 'nicrnt_c', 'pi_c', 'nicrns_c']",1J9K,,
525,NT5C,TM_1662,NAD Metabolism,"['h2o_c', 'nicrnt_c', 'pi_c', 'nicrns_c']",1ILV,,
526,NT5C,TM_1662,NAD Metabolism,"['h2o_c', 'nicrnt_c', 'pi_c', 'nicrns_c']",1J9L,,
527,NT5C,TM_1662,NAD Metabolism,"['h2o_c', 'nicrnt_c', 'pi_c', 'nicrns_c']",1J9J,,1j9j.pdb
528,NT5C,TM_1878,NAD Metabolism,"['h2o_c', 'nicrnt_c', 'pi_c', 'nicrns_c']",,,Q9X1B7.pdb
529,NTD1,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dump_c', 'pi_c', 'duri_c']",1J9K,,
530,NTD1,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dump_c', 'pi_c', 'duri_c']",1ILV,,
531,NTD1,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dump_c', 'pi_c', 'duri_c']",1J9L,,
532,NTD1,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dump_c', 'pi_c', 'duri_c']",1J9J,,1j9j.pdb
533,NTD10,TM_1662,Purine Metabolism,"['xmp_c', 'pi_c', 'xtsn_c', 'h2o_c']",1J9K,,
534,NTD10,TM_1662,Purine Metabolism,"['xmp_c', 'pi_c', 'xtsn_c', 'h2o_c']",1ILV,,
535,NTD10,TM_1662,Purine Metabolism,"['xmp_c', 'pi_c', 'xtsn_c', 'h2o_c']",1J9L,,
536,NTD10,TM_1662,Purine Metabolism,"['xmp_c', 'pi_c', 'xtsn_c', 'h2o_c']",1J9J,,1j9j.pdb
537,NTD10,TM_1878,Purine Metabolism,"['xmp_c', 'pi_c', 'xtsn_c', 'h2o_c']",,,Q9X1B7.pdb
538,NTD11,TM_1662,Purine Metabolism,"['imp_c', 'pi_c', 'ins_c', 'h2o_c']",1J9K,,
539,NTD11,TM_1662,Purine Metabolism,"['imp_c', 'pi_c', 'ins_c', 'h2o_c']",1ILV,,
540,NTD11,TM_1662,Purine Metabolism,"['imp_c', 'pi_c', 'ins_c', 'h2o_c']",1J9L,,
541,NTD11,TM_1662,Purine Metabolism,"['imp_c', 'pi_c', 'ins_c', 'h2o_c']",1J9J,,1j9j.pdb
542,NTD11,TM_1878,Purine Metabolism,"['imp_c', 'pi_c', 'ins_c', 'h2o_c']",,,Q9X1B7.pdb
543,NTD2,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'uri_c', 'ump_c', 'pi_c']",1J9K,,
544,NTD2,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'uri_c', 'ump_c', 'pi_c']",1ILV,,
545,NTD2,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'uri_c', 'ump_c', 'pi_c']",1J9L,,
546,NTD2,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'uri_c', 'ump_c', 'pi_c']",1J9J,,1j9j.pdb
547,NTD2,TM_1878,Pyrimidine Metabolism,"['h2o_c', 'uri_c', 'ump_c', 'pi_c']",,,Q9X1B7.pdb
548,NTD3,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dcmp_c', 'pi_c', 'dcyt_c']",1J9K,,
549,NTD3,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dcmp_c', 'pi_c', 'dcyt_c']",1ILV,,
550,NTD3,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dcmp_c', 'pi_c', 'dcyt_c']",1J9L,,
551,NTD3,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dcmp_c', 'pi_c', 'dcyt_c']",1J9J,,1j9j.pdb
552,NTD4,TM_1662,Pyrimidine Metabolism,"['cmp_c', 'h2o_c', 'pi_c', 'cytd_c']",1J9K,,
553,NTD4,TM_1662,Pyrimidine Metabolism,"['cmp_c', 'h2o_c', 'pi_c', 'cytd_c']",1ILV,,
554,NTD4,TM_1662,Pyrimidine Metabolism,"['cmp_c', 'h2o_c', 'pi_c', 'cytd_c']",1J9L,,
555,NTD4,TM_1662,Pyrimidine Metabolism,"['cmp_c', 'h2o_c', 'pi_c', 'cytd_c']",1J9J,,1j9j.pdb
556,NTD4,TM_1878,Pyrimidine Metabolism,"['cmp_c', 'h2o_c', 'pi_c', 'cytd_c']",,,Q9X1B7.pdb
557,NTD5,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dtmp_c', 'pi_c', 'thymd_c']",1J9K,,
558,NTD5,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dtmp_c', 'pi_c', 'thymd_c']",1ILV,,
559,NTD5,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dtmp_c', 'pi_c', 'thymd_c']",1J9L,,
560,NTD5,TM_1662,Pyrimidine Metabolism,"['h2o_c', 'dtmp_c', 'pi_c', 'thymd_c']",1J9J,,1j9j.pdb
561,NTD5_a,TM_1662,NAD Metabolism,"['rnam_c', 'nmn_c', 'pi_c', 'h2o_c']",1J9K,,
562,NTD5_a,TM_1662,NAD Metabolism,"['rnam_c', 'nmn_c', 'pi_c', 'h2o_c']",1ILV,,
563,NTD5_a,TM_1662,NAD Metabolism,"['rnam_c', 'nmn_c', 'pi_c', 'h2o_c']",1J9L,,
564,NTD5_a,TM_1662,NAD Metabolism,"['rnam_c', 'nmn_c', 'pi_c', 'h2o_c']",1J9J,,1j9j.pdb
565,NTD5_a,TM_1878,NAD Metabolism,"['rnam_c', 'nmn_c', 'pi_c', 'h2o_c']",,,Q9X1B7.pdb
566,NTD6,TM_1662,Purine Metabolism,"['h2o_c', 'damp_c', 'pi_c', 'dad_2_c']",1J9K,,
567,NTD6,TM_1662,Purine Metabolism,"['h2o_c', 'damp_c', 'pi_c', 'dad_2_c']",1ILV,,
568,NTD6,TM_1662,Purine Metabolism,"['h2o_c', 'damp_c', 'pi_c', 'dad_2_c']",1J9L,,
569,NTD6,TM_1662,Purine Metabolism,"['h2o_c', 'damp_c', 'pi_c', 'dad_2_c']",1J9J,,1j9j.pdb
570,NTD7,TM_1662,Purine Metabolism,"['amp_c', 'adn_c', 'pi_c', 'h2o_c']",1J9K,,
571,NTD7,TM_1662,Purine Metabolism,"['amp_c', 'adn_c', 'pi_c', 'h2o_c']",1ILV,,
572,NTD7,TM_1662,Purine Metabolism,"['amp_c', 'adn_c', 'pi_c', 'h2o_c']",1J9L,,
573,NTD7,TM_1662,Purine Metabolism,"['amp_c', 'adn_c', 'pi_c', 'h2o_c']",1J9J,,1j9j.pdb
574,NTD7,TM_1878,Purine Metabolism,"['amp_c', 'adn_c', 'pi_c', 'h2o_c']",,,Q9X1B7.pdb
575,NTD8,TM_1662,Purine Metabolism,"['dgsn_c', 'h2o_c', 'pi_c', 'dgmp_c']",1J9K,,
576,NTD8,TM_1662,Purine Metabolism,"['dgsn_c', 'h2o_c', 'pi_c', 'dgmp_c']",1ILV,,
577,NTD8,TM_1662,Purine Metabolism,"['dgsn_c', 'h2o_c', 'pi_c', 'dgmp_c']",1J9L,,
578,NTD8,TM_1662,Purine Metabolism,"['dgsn_c', 'h2o_c', 'pi_c', 'dgmp_c']",1J9J,,1j9j.pdb
579,NTD9,TM_1662,Purine Metabolism,"['gmp_c', 'h2o_c', 'pi_c', 'gsn_c']",1J9K,,
580,NTD9,TM_1662,Purine Metabolism,"['gmp_c', 'h2o_c', 'pi_c', 'gsn_c']",1ILV,,
581,NTD9,TM_1662,Purine Metabolism,"['gmp_c', 'h2o_c', 'pi_c', 'gsn_c']",1J9L,,
582,NTD9,TM_1662,Purine Metabolism,"['gmp_c', 'h2o_c', 'pi_c', 'gsn_c']",1J9J,,1j9j.pdb
583,NTD9,TM_1878,Purine Metabolism,"['gmp_c', 'h2o_c', 'pi_c', 'gsn_c']",,,Q9X1B7.pdb
584,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1WKZ,,
585,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1VG4,,
586,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1VG6,,
587,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1VG7,,
588,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1VG2,,
589,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1VG3,,
590,OCTDPS,TM_1535,Terpenoid biosynthesis,"['frdp_c', 'octdp_c', 'ipdp_c', 'ppi_c']",1WL1,,
